NUMERO,DESCRICAO,FAMILIA,PRECO1,PRECOVENDA,STOCK,MARGEM
1.118,ANAN_S RODELAS NORTE LATA 12X850 GR,Alimentos,"1.654,34",1.990,"31,00","20,29%"

1.119,MILHO BRANCO P/CACHUPA SINH_ 20X500 GR,Alimentos,"765,60",921,"19,85","20,30%"

1.120,PAPEL COZINHA AMANHECER PACK4 12X1PACK,PRODUTOS DE HIGIENE LIMPEZA,"1.610,33",1.938,"21,00","20,35%"

1.121,MILHO P/PIPOCAS TREVI 1X5 KG,Alimentos,"483,54",582,"8,63","20,36%"

1.122,AMB. ULTRA PRO/AMANHECER LAVANDA 12X300 ML,OUTROS/DIVERSOS,"938,76",1.130,"53,25","20,37%"

1.123,QUEIJO HAPPY COW P/HAMBURGUER LAM.12X200 GR,Alimentos,"1.351,39",1.629,"67,75","20,54%"

1.124,BALDE DE CONSTRU__O PRETO 10L 5X1 UN,OUTROS/DIVERSOS,"328,50",396,"67,40","20,55%"

1.125,CHOURI__O EXTRA SANTA MARIA 1X1 KG,Alimentos,"476,04",574,"0,18","20,58%"

1.126,LEITE COND. GORDO AMANHECER 12X397 GR,Alimentos,"1.267,45",1.529,"95,00","20,64%"

1.127,PALITOS CAMPE_ES RECARGA 24X150 UN,OUTROS/DIVERSOS,"546,99",660,"10,00","20,66%"

1.128,PAPEL HIG. JET7 FOLHA DUPLA 1X12 ROL,PRODUTOS DE HIGIENE LIMPEZA,"114,36",138,"1.699,03","20,67%"

1.129,MISTURA P/PERIQUITO 1X5 KG,OUTROS/DIVERSOS,"313,82",379,"554,28","20,77%"

1.130,"DET. LAVA LOU_A BRILHANTE 8X1,5 LT",PRODUTOS DE HIGIENE LIMPEZA,"819,48",990,"54,12","20,81%"

1.131,PAPEL ALUMINIO SIGAL 16 MT SIGAL 24X1 ROL,OUTROS/DIVERSOS,"2.624,78",3.173,"5,67","20,89%"

1.132,ALIMENTO P/C_O ACTIVPET JUNIOR GAL/ARROZ 24X400 GR,Alimentos,"1.164,44",1.408,"7,00","20,92%"

1.133,SUMO MOCITOS PERA PCT 12X1 LT,n_alcool,"1.106,50",1.338,"1,25","20,92%"

1.134,LOURO EM FOLHA ( BLS 1KG ) EL CHIMBO 1X1KG,Alimentos,"693,03",839,"56,00","21,06%"

1.135,QUEIJO HAPPY COW P/TOSTA LAMINADO 12X200 GR,Alimentos,"1.345,46",1.629,"132,00","21,07%"

1.136,ALIMENTO P/C_O ACTIVPET MIX ADULTO 4X4 KG,Alimentos,"1.245,08",1.509,"23,50","21,20%"

1.137,CALDO CALNORT GALINHA BOLSA 75X10 GR,Alimentos,"168,17",204,"201,00","21,31%"

1.138,COPOS PLAST. BRANCO 200 CC 1X50 UN,OUTROS/DIVERSOS,"60,99",74,"7.440,00","21,33%"

1.139,LEITE COND. MAGRO AMANHECER 12X397 GR,Alimentos,"1.152,13",1.399,"20,67","21,43%"

1.140,FARINHA MILHO FINA BRANCA FLOR 1X25 KG,Alimentos,"1.623,13",1.975,"1,01","21,68%"

1.141,ROLO PAPEL SENHA SUA VEZ 2 MIL 40X1 ROL,OUTROS/DIVERSOS,"4.189,15",5.100,"26,25","21,74%"

1.142,VINHO 370 L_GUAS DOURO RESERVA TINTO 6X75 CL,alcoolicas,"2.626,55",3.199,"66,50","21,79%"

1.143,CHOURI_O CARNE CORRENTE LIMIANA 1X1 KG,Alimentos,"334,00",408,"1.350,42","22,16%"

1.144,VINHO CATARINA SETUBAL BRANCO 6X75 CL,alcoolicas,"3.736,06",4.565,"1,00","22,19%"

1.145,VERNIS SHC/NHC 24X20 ML,cosmeticos,"1.878,26",2.296,"20,00","22,24%"

1.146,AMB. AMANHECER ANTI TABACO 12X300 ML,OUTROS/DIVERSOS,"922,68",1.130,"12,00","22,47%"

1.147,MILHO PIPOCAS AVULSO 1X5 KG,Alimentos,"474,98",582,"19,00","22,53%"

1.148,OLEO COCO VIRGEM ORGANIC N-JOY FRASCO 12X500 ML,Alimentos,"4.063,84",4.982,"334,50","22,59%"

1.149,PAPEL ALUMINIO 10 MT SIGAL 24X1 ROL,OUTROS/DIVERSOS,"2.062,97",2.530,"11,00","22,64%"

1.150,"SEMENTE, LINHA_A EM GR_O 1X5 KG",Alimentos,"502,99",617,"101,66","22,67%"

1.151,RA__O SEMENTE GIRASSOL RAIADO P/AVES 1X5 KG,Alimentos,"506,44",622,"20,54","22,82%"

1.152,RA__O P/POMBO CORREIO 1X5 KG,Alimentos,"243,36",299,"138,17","22,86%"

1.153,PAPEL FOTOC_PIA XEROX A3 1X1 RES,OUTROS/DIVERSOS,"628,80",773,"96,00","22,93%"

1.154,NATA PARMALAT LEVISSIMA 27X200 ML,Alimentos,"1.739,58",2.139,"6,96","22,96%"

1.155,PAPEL TERMICO 57X40X11 P/CAIXA 24 10X1 ROL,OUTROS/DIVERSOS,"243,47",300,"312,00","23,22%"

1.156,CALDO KNORR GALINHA 24X4 CUB,Alimentos,"760,75",938,"8,00","23,30%"

1.157,M_QUINA CORTAR FIAMBRE/QUEIJO GRD,OUTROS/DIVERSOS,"77.821,50",96.000,"1,00","23,36%"

1.158,SOPA KNORR ESPARGOS 12X70 GR,Alimentos,"930,31",1.152,"4,00","23,83%"

1.159,FARINHA MILHO GROSSA BRANCA FLOR 1X25 KG,Alimentos,"1.593,36",1.975,"1,00","23,95%"

1.160,ALIMENTO P/GATO ACTIVPET PATE TRUTA /CAM. 34X100GR,Alimentos,"630,58",782,"3,00","24,01%"

1.161,CALDO GALINHA PROMOLAC FRASCO 100X10 GR,Alimentos,"237,70",295,"4.488,00","24,11%"

1.162,ALIMENTO P/C_O ACTIVPET ADULTO GAL/CERE. 24X400 GR,Alimentos,"1.133,67",1.408,"17,00","24,20%"

1.163,CHUPETA PIN POP c/CHEWINGA c/48 (134) UN 1X864 GR,CONFEITARIAS,"278,26",346,"3,00","24,34%"

1.164,CH_ VERDE LIPTON FRAMB/ROM_ 12X20 UN,Alimentos,"1.313,38",1.634,"2,75","24,41%"

1.165,"PORCO, LOMBO s/OSSO ASA 1X1 KG",Alimentos,"392,97",489,"545,17","24,44%"

1.166,CALDO GALINHA PROMOLAC (BALDE) 75X10 GR,Alimentos,"159,69",199,"10.388,00","24,62%"

1.167,DROPS CARAMEL LEITE 1X600 GR,CONFEITARIAS,"194,78",243,"102,00","24,76%"

1.168,DROPS CARAMEL CHOCOLATE 1X600 GR,CONFEITARIAS,"194,78",243,"108,00","24,76%"

1.169,DROPS CARAMEL AMENDOIM 1X600 GR,CONFEITARIAS,"194,78",243,"104,00","24,76%"

1.170,DROPS CARAMEL CAFE E LEITE 1X600 GR,CONFEITARIAS,"194,78",243,"97,00","24,76%"

1.171,DROPS CARAMEL LEITE E CHOCOLATE 1X600 GR,CONFEITARIAS,"194,78",243,"104,00","24,76%"

1.172,VINHO BONIFACIO TINTO 1X5 LT,alcoolicas,"766,13",956,"74,00","24,78%"

1.173,DROPS GIG LEITE/COCO/CHOC. 1X600 GR,CONFEITARIAS,"153,04",191,"10,00","24,80%"

1.174,DROPS CANDY COFFE KING  1X500 GR,CONFEITARIAS,"153,04",191,"65,00","24,80%"

1.175,DROPS GIG LEITE CONDENSADO 1X600 GR,CONFEITARIAS,"153,04",191,"100,00","24,80%"

1.176,PASTA DE AMENDOIM CREMOSA 100% 12X200 GR,Alimentos,"1.668,66",2.083,"1,00","24,83%"

1.177,PALITOS CAMPE_ES REDONDO 24X80 UN,OUTROS/DIVERSOS,"497,99",622,"5,00","24,90%"

1.178,CHUPETA KANTADA MORANGO 1X500 GR,CONFEITARIAS,"139,29",174,"103,00","24,92%"

1.179,CHUPETA SABOR SORT. PIRU CREAM C/50UN 1X600 GR,CONFEITARIAS,"139,13",174,"63,00","25,06%"

1.180,BOBINE FITA CINTAR 1X2000 MT,OUTROS/DIVERSOS,"5.594,88",7.000,"5,00","25,11%"

1.181,SACOS PLAST. TRANSP. A/D 35x50  1X1 ROL,OUTROS/DIVERSOS,"305,31",382,"2.154,00","25,12%"

1.182,GEL DUCHE LOVIN ALOE VERA 6X750 ML,cosmeticos,"615,44",773,"1,50","25,60%"

1.183,ALIMENTO P/C_O ACTIVPET RA_AS PEQUENAS 6X2 KG,Alimentos,"1.290,00",1.622,"10,50","25,74%"

1.184,LIXIVIA PROLAR 3X5 LT,PRODUTOS DE HIGIENE LIMPEZA,"349,10",439,"0,63","25,75%"

1.185,MISTURA CAN_RIO 1X5 KG,OUTROS/DIVERSOS,"452,46",569,"2,00","25,76%"

1.186,"CEREAL, CORN FLAKES AMANHECER 8X500 GR",Alimentos,"1.049,64",1.321,"40,75","25,85%"

1.187,ELIXIR CLASSICO AMALFI 16X500 ML,PRODUTOS DE HIGIENE LIMPEZA,"1.122,10",1.413,"1,06","25,92%"

1.188,ALIMENTO P/C_O ACTIVPET LIGHT 4X4 KG,Alimentos,"1.318,37",1.661,"20,00","25,99%"

1.189,DROPS TIFFANY ( TOFFEE ) ECLAIRS CHOC. 1X700 GR,CONFEITARIAS,"365,03",460,"18,00","26,02%"

1.190,AMAC. ROUPA BC_ FLOR CLASSICO 9X2 LT,cosmeticos,"720,37",909,"2,00","26,19%"

1.191,PASTA ARQUIVO 4 OFFICE 10X1 UN,PRODUTOS DE HIGIENE LIMPEZA,"1.553,94",1.961,"71,00","26,20%"

1.192,CALDO GALINHA PROMOLAC 48X10 GR,Alimentos,"116,45",147,"3.394,00","26,23%"

1.193,FARINHA MANDIOCA GABI CRUA 24X500 GR,Alimentos,"1.235,45",1.561,"128,02","26,35%"

1.194,FACA PLASTICO PIKNI 12X20 UN,OUTROS/DIVERSOS,"367,48",465,"2,00","26,54%"

1.195,BEBIDA SOJA AMANHECER NATURAL 4X1 LT,Alimentos,"411,64",521,"20,50","26,57%"

1.196,BEBIDA PANACH_ DELSOL 24X25 CL,n_alcool,"741,05",938,"19,50","26,58%"

1.197,QUEIJO HAPPY COW GOUDA LAMINADO10X150 GR,Alimentos,"859,45",1.089,"249,50","26,71%"

1.198,QUEIJO HAPPY COW MOZZARELLA LAM. 10X150 GR,Alimentos,"859,45",1.089,"162,00","26,71%"

1.199,AZEITONA VERDE OLIV. SERRA FR. 6X700 GR,Alimentos,"767,73",973,"2,50","26,74%"

1.200,QUEIJO HAPPY COW POR__O TRIANG.12X140 GR,Alimentos,"983,39",1.249,"1.141,42","27,01%"

1.201,QUEIJO HAPPY COW LIGHT POR__O TRIANG.12X140 GR,Alimentos,"983,34",1.249,"32,50","27,02%"

1.202,SUMO MOCITOS PESSEGO GFA 12X250 ML,n_alcool,"502,83",639,"62,92","27,08%"

1.203,CALDO KNORR GALINHA 24X8 CUB,Alimentos,"1.455,58",1.851,"10,17","27,17%"

1.204,PAPEL HIG. RENOVA EASY 1X12 ROL,PRODUTOS DE HIGIENE LIMPEZA,"160,39",204,"111,00","27,19%"

1.205,SUMO MOCITOS ANANAS GFA 12X250 ML,n_alcool,"501,67",639,"26,76","27,37%"

1.206,SUMO MOCITOS MULTI FRUTOS GFA 12X250 ML,n_alcool,"500,85",639,"9,17","27,58%"

1.207,MA_A GOLDEN IMP. KG,Alimentos,"121,06",155,"84,90","28,04%"

1.208,SUMO MOCITOS UVA VERMELHA PCT 24X200 ML,n_alcool,"593,11",760,"1,13","28,14%"

1.209,SUMO MOCITOS MULTI FRUTOS PCT 12X1 LT,n_alcool,"1.042,45",1.338,"0,18","28,35%"

1.210,PAPEL COZINHA JET7 24X2 ROL,PRODUTOS DE HIGIENE LIMPEZA,"1.500,93",1.935,"1,75","28,92%"

1.211,LIXIVIA MODERNA 12X1 LT,PRODUTOS DE HIGIENE LIMPEZA,"367,63",474,"9,34","28,93%"

1.212,GUARDANAPO LILY ( 45 UN ) 24X1 UN,PRODUTOS DE HIGIENE LIMPEZA,"587,94",759,"53,00","29,09%"

1.213,"AGUA FONTE NOVA 6X1,5 LT",n_alcool,"193,84",251,"125,17","29,49%"

1.214,GEL DUCHE LOVIN CREMOSO 6X750 ML,cosmeticos,"596,82",773,"2,33","29,52%"

1.215,PAPEL TERMICO P/BALAN_A (57X60X11) 10X1 ROL,OUTROS/DIVERSOS,"527,28",683,"15,00","29,53%"

1.216,GEL BANHO CREME DUCHE AMALFI 16X750 ML,cosmeticos,"1.699,30",2.208,"6,00","29,94%"

1.217,GUARDANAPO LILY ( 70 UN ) 20X1 UN,PRODUTOS DE HIGIENE LIMPEZA,"695,66",904,"130,50","29,95%"

1.218,ALIMENTO P/GATO ACTIVPET COCKTAIL PEIXE 20X400GR,Alimentos,"1.040,13",1.352,"1,50","29,98%"

1.219,ALIMENTO P/GATO ACTIVPET COCKTAIL CARNE 20X400 GR,Alimentos,"1.037,51",1.352,"5,15","30,31%"

1.220,SUMO MOCITOS LARANJA PCT 24X200 ML,n_alcool,"582,25",760,"0,62","30,53%"

1.221,FOSFORO SUPER MATCH 10X10 UN,OUTROS/DIVERSOS,"145,96",191,"4.135,00","30,86%"

1.222,ALIMENTO P/C_O ACTIVPET CROQ. ADULTO 4X4 KG,Alimentos,"1.143,61",1.504,"12,00","31,51%"

1.223,SUMO MOCITOS MA__ GFA 12X250 ML,n_alcool,"484,84",638,"8,00","31,59%"

1.224,ALIMENTO P/C_O ACTIVPET FRANGO JUNIOR 6X2 KG,Alimentos,"1.032,06",1.361,"18,84","31,87%"

1.225,TOALHITAS INDAS BAMBINO INFANTIL ( S 24 ) 12X24 UN,PRODUTOS DE HIGIENE LIMPEZA,"641,75",848,"0,25","32,14%"

1.226,SUMO MOCITOS PESSEGO PCT 24X200 ML,n_alcool,"575,14",760,"5,21","32,14%"

1.227,AZEITE CAMPON_S LTA 20X1 LT,Alimentos,"6.503,09",8.599,"22,05","32,23%"

1.228,RAQUETE MATA-MOSCA 12X1 UN,OUTROS/DIVERSOS,"173,74",230,"12,75","32,38%"

1.229,FEIJ_O SECO CONGO TREVI 1X5 KG,Alimentos,"541,74",719,"43,00","32,72%"

1.230,CAFE TORRADO NA LENHA MOIDO 4X250 GR,Alimentos,"550,00",730,"31,75","32,73%"

1.231,CAFE TORRADO NA LENHA MOIDO 8X125 GR,Alimentos,"550,00",730,"31,00","32,73%"

1.232,VINHO ESP. ALIAN_A BAGA RESERVA BRUTO 6X75 CL,alcoolicas,"6.015,47",7.999,"19,00","32,97%"

1.233,FEIJ_O SECO CONGO TREVI 20X500 GR,Alimentos,"1.114,22",1.489,"10,00","33,64%"

1.234,CAFE EM GR_O CRU BRASIL 1X5 KG,Alimentos,"1.132,46",1.522,"2.327,38","34,40%"

1.235,DROPS DORI HORTEL_ MENTA 30X150GR,CONFEITARIAS,"1.129,71",1.521,"2,50","34,64%"

1.236,CH_ LIPTON DIGEST_O F_CIL 12X20 UN,Alimentos,"1.104,30",1.487,"3,25","34,66%"

1.237,LENTILHA 1X5 KG,Alimentos,"422,29",569,"2.459,57","34,74%"

1.238,FEIJ_O SECO PINTO TREVI 20X500 GR,Alimentos,"903,53",1.219,"7,00","34,92%"

1.239,ALIMENTO P/C_O ACTIVPET CROQUETE SACO 1X15 KG,Alimentos,"932,17",1.260,"35,00","35,17%"

1.240,SUMO MOCITOS ANAN_S PCT 24X200 ML,n_alcool,"556,40",760,"0,21","36,59%"

1.241,QUINOA BRANCA EM GR_O 100% 4X1 KG,Alimentos,"1.020,07",1.399,"2,00","37,15%"

1.242,DET. L. LOU_A BC_ FLOR LIM_O 21X750 ML,PRODUTOS DE HIGIENE LIMPEZA,"1.448,25",1.996,"3,00","37,82%"

1.243,ALIMENTO P/GATO ACTIVPET COCKTAIL PEIXE 4X4KG,Alimentos,"1.342,85",1.869,"0,50","39,18%"

1.244,VELA ESTEARINA 30X8 UN,OUTROS/DIVERSOS,"1.123,56",1.564,"2.005,02","39,20%"

1.245,SUMO MOCITOS MULTI FRUTOS PCT 24X200 ML,n_alcool,"543,84",760,"5,53","39,75%"

1.246,VINHO DON TEGO BRANCO PCT 12X1LT,alcoolicas,"1.509,70",2.117,"0,25","40,23%"

1.247,CHUPETA PIN POP STROWBERRY 1X480 GR,CONFEITARIAS,"104,55",147,"1,00","40,60%"

1.248,VINHO PERA DOCE RESERVA BRANCO 6X75 CL,alcoolicas,"2.366,66",3.330,"52,67","40,70%"

1.249,CHUPETA PIN POP MEGA MIX 1X960 GR,CONFEITARIAS,"245,73",346,"8,00","40,80%"

1.250,ALIMENTO P/GATO ACTIVPET COCKTAIL CARNE 6X2KG,Alimentos,"1.003,62",1.417,"0,34","41,19%"

1.251,"SUMO MOCITOS PESSEGO PCT 8X1,5 LT",n_alcool,"922,03",1.304,"0,36","41,43%"

1.252,CHUPETA PIN POP MANGA 1X816 GR,CONFEITARIAS,"243,48",346,"26,00","42,11%"

1.253,ALIMENTO P/GATO ACTIVPET COCKTAIL PEIXE 6X2KG,Alimentos,"976,62",1.417,"2,17","45,09%"

1.254,"SUMO MOCITOS ANAN_S PCT 8X1,5 LT",n_alcool,"896,70",1.304,"0,12","45,42%"

1.255,MA_A ROYAL GALA IMP. KG,Alimentos,"128,62",189,"40,50","46,94%"

1.256,SAB_O KILIMPU 60X150 GR,PRODUTOS DE HIGIENE LIMPEZA,"978,71",1.461,"187,07","49,28%"

1.257,SAB_O KILIMPU 32X400 GR,PRODUTOS DE HIGIENE LIMPEZA,"1.336,35",2.000,"105,00","49,66%"

1.258,MANGA PLASTICO B/D 30x04 1X1 KG,OUTROS/DIVERSOS,"260,43",390,"134,97","49,75%"

1.259,SAB_O KILIMPU 20X650 GR,PRODUTOS DE HIGIENE LIMPEZA,"1.330,44",1.995,"96,00","49,95%"

1.260,SAB_O KILIMPU 20X900 GR,PRODUTOS DE HIGIENE LIMPEZA,"1.773,92",2.661,"37,75","50,01%"

1.261,_GUA GASEIF. PEDRAS SALGADA 24X25 CL,n_alcool,"842,02",1.265,"235,37","50,23%"

1.262,LEITE LIQ. MAGRO 0% LACT. MIMOSA 6X1 LT,Alimentos,"644,08",995,"1,00","54,48%"

1.263,VINHO ESP. D. MANUEL 1_ 2015 RESERVA 12X75 CL,alcoolicas,"7.328,68",11.382,"1,00","55,31%"

1.264,MANGA PLASTICO B/D 20x03 1X1 KG,OUTROS/DIVERSOS,"247,86",390,"480,42","57,35%"

1.265,AMB. ULTRA PRO/AMANHECER FRUTOS TROP. 12X300 ML,OUTROS/DIVERSOS,"652,60",1.130,"0,25","73,15%"

1.266,LARANJA IMP. KG,Alimentos,"81,06",145,"62,02","78,88%"

1.267,SABON. LIQ. ALOE VERA AMALFI 16X750 ML,cosmeticos,"1.201,32",2.208,"2,00","83,80%"

1.268,PISTACIO GIGANTE TORRADO GANCEDO 9X225 GR,Alimentos,"1.730,54",3.582,"0,33","106,99%"

1.269,SACO LIXO 100L ESTRELA ( 85X105 ) 10X1ROL,OUTROS/DIVERSOS,"338,34",717,"0,80","111,92%"

1.270,ALIM. P/GATO ACTIV. GOURM. SABOR DO MAR 24X85 GR,Alimentos,"473,72",1.109,"2,00","134,10%"

1.271,MOLHO PIRI PIRI TOP 6X195 ML,Alimentos,"146,44",373,"1,67","154,71%"

1.272,DET. LAVA TUDO BC_ FLOR LAVANDA 6X2 LT,PRODUTOS DE HIGIENE LIMPEZA,"332,76",891,"0,17","167,76%"

1.273,GEL WC FRESCOR EUCALIPTO DESTELLO 16X750 ML,PRODUTOS DE HIGIENE LIMPEZA,"816,70",2.191,"0,50","168,27%"

1.274,UNI_O DE METAL P/CINTAR 1X1 KG,OUTROS/DIVERSOS,"606,46",2.600,"8,00","328,72%"

1.275,UVA PRETA IMP. KG,Alimentos,"67,17",339,"15,84","404,69%"

12005,Filete afiambrado,Alimentos,"39,11",309,"98,15","690,00%"

